city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_13,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,0.0
city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,0.0
city_16,Male,No relevent experience,Full time course,Masters,STEM,5,Missing,Pvt Ltd,never,0.0
city_64,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,never,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10/49,Early Stage Startup,>4,0.0
city_143,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,1.0
city_76,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Public Sector,1,0.0
city_152,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Missing,Missing,>4,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,1.0
city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_21,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,4,0.0
city_150,Male,Has relevent experience,no_enrollment,High School,STEM,4,<10,Pvt Ltd,1,1.0
city_9,Missing,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,never,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,0.0
city_75,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,0.0
city_114,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,0.0
city_104,Missing,No relevent experience,Part time course,Masters,STEM,10,Missing,Missing,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0.0
city_162,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,4,0.0
city_73,Male,Has relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Missing,1,0.0
city_160,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,0.0
city_21,Missing,Has relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_7,Male,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_103,Female,No relevent experience,no_enrollment,Graduate,Arts,4,50-99,Pvt Ltd,1,0.0
city_73,Missing,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,2,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,0.0
city_159,Missing,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,never,1.0
city_165,Missing,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,1.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,never,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,0.0
city_144,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Funded Startup,1,0.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,6,Missing,Missing,4,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Other,14,50-99,Pvt Ltd,1,0.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,never,1.0
city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Missing,Missing,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,0.0
city_28,Male,Has relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,0.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,2,Missing,Missing,never,1.0
city_77,Male,Has relevent experience,no_enrollment,Primary School,STEM,13,1000-4999,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,500-999,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,never,0.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Missing,Missing,4,0.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,2,Missing,Missing,1,0.0
city_100,Male,No relevent experience,no_enrollment,Graduate,Other,2,Missing,Missing,1,0.0
city_160,Female,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,0.0
city_64,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,0.0
city_23,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,<10,Early Stage Startup,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1.0
city_61,Male,No relevent experience,Full time course,High School,STEM,12,Missing,Missing,>4,0.0
city_123,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,10,<10,Funded Startup,1,0.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,2,Missing,Pvt Ltd,never,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,0.0
city_73,Male,Has relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,1.0
city_103,Other,No relevent experience,Full time course,Graduate,Humanities,3,Missing,Missing,1,1.0
city_99,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,0.0
city_11,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0.0
city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Missing,2,0.0
city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,0.0
city_120,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,0.0
city_21,Male,No relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,0.0
city_75,Male,Has relevent experience,no_enrollment,High School,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,1.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Pvt Ltd,>4,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0.0
city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,1.0
city_84,Male,Has relevent experience,Part time course,Masters,Business Degree,2,100-500,Pvt Ltd,1,0.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Missing,Missing,1,0.0
city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,<1,1000-4999,Pvt Ltd,never,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,2,0.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,1.0
city_138,Missing,No relevent experience,Full time course,Graduate,STEM,13,Missing,Missing,1,0.0
city_150,Other,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,0.0
city_138,Missing,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,2,0.0
city_138,Missing,No relevent experience,no_enrollment,Graduate,Other,3,Missing,Missing,never,1.0
city_21,Missing,No relevent experience,Part time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,50-99,Pvt Ltd,2,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,4,1.0
city_24,Male,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,3,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Funded Startup,3,0.0
city_114,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,2,0.0
city_28,Missing,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Missing,never,0.0
city_46,Missing,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,1.0
city_114,Missing,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,1,0.0
city_138,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,1,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,never,0.0
city_14,Missing,Has relevent experience,Full time course,Masters,STEM,11,Missing,Missing,2,1.0
city_28,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,never,0.0
city_116,Missing,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,0.0
city_28,Male,No relevent experience,Part time course,High School,STEM,2,100-500,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,2,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,9,Missing,Missing,1,0.0
city_67,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,0.0
city_103,Other,No relevent experience,no_enrollment,Primary School,STEM,2,10/49,Missing,1,0.0
city_160,Male,No relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,1,0.0
city_143,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,2,0.0
city_103,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,3,0.0
city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,1.0
city_175,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,1.0
city_21,Male,No relevent experience,no_enrollment,Primary School,STEM,<1,Missing,Missing,never,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_65,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,0.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0.0
city_104,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_97,Male,Has relevent experience,Full time course,Graduate,STEM,17,100-500,Pvt Ltd,1,0.0
city_160,Male,No relevent experience,no_enrollment,Primary School,STEM,3,Missing,Missing,never,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,0.0
city_91,Missing,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,0.0
city_91,Missing,Has relevent experience,no_enrollment,Graduate,Other,6,10/49,Funded Startup,1,0.0
city_100,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,1,0.0
city_83,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,0.0
city_11,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,3,0.0
city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,0.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,1,Missing,Missing,never,1.0
city_53,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,0.0
city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,4,1.0
city_28,Male,No relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,>4,0.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,2,Missing,Missing,never,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,0.0
city_24,Male,Has relevent experience,no_enrollment,Phd,STEM,19,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_160,Other,No relevent experience,Part time course,Graduate,Arts,<1,1000-4999,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_65,Male,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,NGO,>4,0.0
city_23,Missing,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,2,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,0.0
city_11,Missing,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,4,Missing,NGO,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,1.0
city_16,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,1,0.0
city_10,Other,No relevent experience,no_enrollment,Graduate,STEM,2,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Funded Startup,>4,0.0
city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,1.0
city_65,Male,Has relevent experience,no_enrollment,High School,STEM,12,100-500,Pvt Ltd,1,0.0
city_98,Male,Has relevent experience,Full time course,Graduate,STEM,10,Missing,Missing,3,0.0
city_67,Male,No relevent experience,no_enrollment,High School,STEM,3,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,0.0
city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,0.0
city_136,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,0.0
city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,NGO,1,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1.0
city_115,Male,Has relevent experience,no_enrollment,High School,STEM,15,<10,Pvt Ltd,1,0.0
city_83,Male,No relevent experience,no_enrollment,Primary School,STEM,>20,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,1.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,0.0
city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Missing,Missing,2,0.0
city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,19,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,1,1.0
city_9,Missing,Has relevent experience,no_enrollment,Graduate,Other,9,10/49,Funded Startup,1,0.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,11,<10,Funded Startup,4,0.0
city_36,Female,Has relevent experience,no_enrollment,High School,STEM,18,500-999,Pvt Ltd,>4,0.0
city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,0.0
city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Funded Startup,2,0.0
city_114,Male,Has relevent experience,Full time course,High School,STEM,5,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,4,1.0
city_100,Male,Has relevent experience,no_enrollment,Phd,STEM,6,10/49,Pvt Ltd,4,0.0
city_67,Missing,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,4,0.0
city_91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0.0
city_158,Male,No relevent experience,no_enrollment,High School,STEM,1,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,0.0
city_16,Female,No relevent experience,Full time course,Masters,STEM,2,Missing,Public Sector,2,0.0
city_13,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0.0
city_90,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Missing,never,0.0
city_48,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,2,0.0
city_16,Missing,Has relevent experience,no_enrollment,Phd,STEM,7,1000-4999,Public Sector,1,0.0
city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,0.0
city_160,Male,Has relevent experience,Part time course,Graduate,STEM,6,Missing,Missing,1,1.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,2,0.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,20,10000+,Pvt Ltd,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,3,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Missing,Pvt Ltd,never,1.0
city_83,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,0.0
city_114,Male,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,never,0.0
city_11,Missing,No relevent experience,no_enrollment,High School,STEM,2,Missing,Missing,never,1.0
city_115,Missing,No relevent experience,no_enrollment,High School,STEM,<1,Missing,Pvt Ltd,never,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,0.0
city_123,Male,No relevent experience,Part time course,Graduate,STEM,9,Missing,Missing,4,1.0
city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Missing,Missing,1,0.0
city_136,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,0.0
city_100,Missing,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Missing,>4,1.0
city_70,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,Missing,1,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,0.0
city_11,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,1.0
city_64,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Early Stage Startup,1,1.0
city_165,Missing,No relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,never,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Other,11,Missing,Missing,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,2,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,13,Missing,Missing,>4,0.0
city_71,Missing,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,0.0
city_134,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,1.0
city_138,Male,No relevent experience,Full time course,High School,STEM,6,Missing,Missing,never,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,never,0.0
city_65,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,4,0.0
city_16,Missing,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Early Stage Startup,1,0.0
city_21,Female,Has relevent experience,Full time course,Graduate,No Major,3,10/49,Missing,1,1.0
city_11,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Missing,1,1.0
city_91,Missing,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,never,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,3,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,1.0
city_114,Male,Has relevent experience,no_enrollment,High School,STEM,18,100-500,Pvt Ltd,2,0.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,2,0.0
city_114,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,4,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_71,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,5000-9999,Pvt Ltd,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0.0
city_128,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,10000+,Pvt Ltd,1,1.0
city_160,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,2,0.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Missing,2,0.0
city_46,Missing,Has relevent experience,Part time course,Graduate,STEM,9,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,NGO,1,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,0.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,0.0
city_136,Male,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,4,0.0
city_114,Male,Has relevent experience,no_enrollment,High School,STEM,>20,<10,Pvt Ltd,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Early Stage Startup,1,0.0
city_11,Male,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,0.0
city_23,Male,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Public Sector,>4,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,0.0
city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,0.0
city_165,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Missing,Missing,1,0.0
city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,1.0
